id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
969,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.8,1.4,1.572020992,10,0,-1,0,1,10,1,1,0,1,89,2,0.387298335,0.908283733,0.408656335,3.16227766,0.6,0.1,0.3,3,3,7,4,11,0,8,4,2,4,12,0,0,1,0,1,0
970,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,1.8,1.964847322,11,0,0,9,1,10,1,1,2,1,104,3,0.447213595,1.404670486,0.390896406,3.464101615,0.7,0.5,0.8,1,0,7,3,9,2,8,4,1,3,7,0,0,0,0,0,0
971,0,6,1,2,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.8,1.3,0.915832954,0,1,-1,0,0,11,0,1,0,1,19,3,0.316227766,0.604562543,0.388715835,2.449489743,0,0.6,0.3,4,1,8,2,8,3,12,5,3,4,8,0,1,1,1,0,0
972,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.1,0.3,-1,6,1,-1,2,-1,11,1,1,0,1,94,0,0.374165739,0.786665733,0.430116263,3.605551276,0.2,0.2,0.1,4,1,7,3,10,1,10,5,0,5,5,1,1,1,1,0,0
973,0,4,1,8,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.1,0.1,-1,6,1,-1,0,1,0,1,1,0,1,32,3,0.316069613,0.524246803,0.352136337,1.414213562,0.4,0.4,0.7,2,1,8,3,11,2,8,7,0,2,9,0,1,0,0,0,0
974,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.2,0.541410196,6,1,-1,0,0,1,1,1,0,1,74,3,0.374165739,0.64431718,0.386134691,2.645751311,0.3,0.3,0.4,0,0,10,6,9,2,10,7,3,3,5,0,1,1,0,0,0
979,0,5,3,5,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.4,0.5,1.007782219,11,0,1,1,1,9,1,1,0,1,104,2,0.424264069,1.25515425,0.35,3.464101615,0.1,0.5,0.4,2,1,7,4,9,3,9,5,1,2,9,0,0,1,0,1,0
981,0,3,2,3,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0.6,0.8,1.180307163,6,1,-1,9,1,13,1,0,0,1,104,2,0.446989933,1.430757183,0.454972527,3.464101615,0.9,0.4,0.9,1,1,7,1,12,2,9,4,2,1,7,1,1,1,0,1,0
982,0,2,2,2,1,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0.9,0.7,0.901387819,6,1,-1,0,0,15,1,0,0,1,97,2,0.360555128,0.886515139,-1,3.605551276,0.4,0.7,0.5,1,1,9,4,8,2,7,5,0,5,8,0,1,0,0,0,0
983,0,2,1,3,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.9,1.2,1.579754728,10,1,-1,0,0,14,1,1,0,1,82,3,0.316227766,0.744577505,0.368510515,3.464101615,0.9,0.8,0.2,3,2,9,3,11,5,9,5,1,4,6,1,0,0,1,0,0
984,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.7,1,0.94538352,11,1,-1,0,-1,10,1,1,2,1,55,2,0.424264069,1.058495736,0.416533312,3.464101615,0.2,0.5,0.7,3,3,8,1,10,2,9,6,2,4,10,0,0,1,0,1,0
988,0,5,1,6,1,4,1,0,0,0,0,0,0,0,0,12,1,0,0,0.1,0.3,-1,7,1,1,0,1,0,1,1,2,1,32,1,0.315753068,0.441985565,-1,0,0,0.8,0.1,2,1,8,5,8,1,10,5,2,3,7,0,1,0,0,1,0
990,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.4,0,0.740354645,7,1,-1,0,-1,1,1,1,2,1,70,3,0.374165739,0.725338337,0.393700394,2.828427125,0.2,0.3,0.4,4,2,9,4,10,0,10,9,2,4,6,0,0,0,1,0,0
991,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.1,0.2,-1,11,0,-1,0,-1,11,1,1,2,1,30,3,0.447213595,0.873378072,0.447772264,3,0.7,0.8,0.9,3,2,9,3,10,2,12,7,4,6,7,0,1,1,0,0,0
993,0,3,1,3,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,0.8,1.063896142,3,1,-1,0,-1,7,1,1,2,1,92,3,0.374165739,0.760953078,0.392683078,3.31662479,0.4,0.5,0.4,2,2,8,3,11,1,6,1,1,2,9,0,1,0,0,0,0
1001,0,1,2,0,0,6,0,1,0,0,0,0,0,0,0,7,1,0,0,0.8,0.8,1.348842096,10,1,-1,0,0,0,1,1,0,1,87,3,0.316227766,0.73139457,0.36152455,3.464101615,0.9,0.2,0.1,3,1,8,6,10,2,12,8,0,4,12,0,0,0,0,0,0
1002,0,3,2,2,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.7,0.4,0.804673847,11,1,-1,0,-1,4,1,1,2,1,84,3,0.316227766,0.748317672,0.366742416,3.464101615,0.5,0,0.4,4,5,8,1,8,3,6,4,1,4,10,0,1,0,0,0,0
1003,0,1,1,2,0,4,0,1,0,0,0,0,0,0,0,4,1,0,0,0.1,0.4,-1,11,1,0,0,1,0,1,1,2,1,43,3,0.4,0.589613965,-1,1.732050808,0.8,0.4,0.6,1,2,8,1,10,2,11,5,0,0,11,0,1,1,0,0,0
1008,0,2,2,4,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0.9,0.4,0.713267131,7,1,-1,0,-1,1,1,0,0,1,64,1,0.316227766,0.711737485,0.361939221,3.605551276,0.7,0.4,0.5,3,2,8,4,8,2,9,9,5,1,11,0,0,0,0,0,0
1009,0,1,1,6,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.5,0.3,0.859869176,11,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.762086495,0.36152455,3.605551276,0.7,0.8,0.2,3,2,8,4,10,1,4,4,3,0,10,0,1,0,0,0,0
1015,0,1,1,6,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.6,0.4,0.834415963,11,1,-1,0,-1,1,1,1,2,1,74,3,0.374165739,0.626580646,0.386134691,2.449489743,0.8,0,0.5,2,1,8,2,7,1,8,6,1,1,11,0,0,1,0,1,0
1017,1,4,2,3,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,1.1,1.063896142,11,1,-1,0,-1,0,1,1,3,1,66,3,0.399874981,0.67728798,0.381706694,2.449489743,0.9,0.1,0.2,1,3,6,4,9,0,10,7,2,3,6,0,1,1,0,1,0
1021,0,1,1,9,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.1,0.2,-1,7,1,0,0,1,11,1,1,2,1,103,3,0.316227766,0.693833524,0.288790582,3.464101615,0.6,0.7,0.8,3,3,7,5,10,3,8,7,1,1,8,0,0,1,0,1,0
1026,0,4,1,9,0,0,0,0,0,1,0,0,0,0,0,12,0,1,0,0.7,0.4,0.991526601,11,1,1,0,1,14,1,1,2,1,68,3,0.4,0.822300241,0.344383507,3,0.2,0.4,0.7,2,3,9,1,9,2,4,6,1,1,10,0,1,1,0,0,0
1027,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.2,0.2,-1,11,1,-1,0,-1,10,1,1,2,1,28,3,0.387298335,0.890178272,0.382099464,3,0.6,0.7,0,2,0,7,3,11,3,15,6,1,0,15,0,1,0,0,1,0
1028,1,3,1,5,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.9,0.5,0.835538748,7,1,-1,0,-1,4,1,1,2,1,50,2,0.4,0.759961395,0.394334883,3.464101615,0.3,0.1,0.5,3,2,8,4,10,2,9,4,2,3,8,1,1,1,1,0,0
1030,0,3,1,6,1,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0.1,0,-1,3,1,1,0,1,1,1,1,2,1,64,1,0.316227766,0.612321824,0.301662063,3,0.5,0.4,0.8,4,3,5,4,11,3,7,5,0,1,10,0,0,0,0,0,0
1040,0,0,1,3,0,4,1,0,0,0,0,0,0,0,0,12,0,0,1,0.9,0.7,0.660492241,11,1,-1,0,-1,11,1,1,2,1,76,3,0.316227766,0.75261253,0.379473319,3.605551276,0.8,0.3,0.8,1,4,9,2,10,0,10,5,1,0,1,0,1,1,0,0,1
1042,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.7,0.5,1.217836196,9,1,0,0,0,1,1,1,2,1,64,1,0.316227766,0.548325776,0.301662063,2.449489743,0.1,0.1,0.7,2,3,7,5,7,3,9,8,3,3,6,0,0,0,0,1,0
1044,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.2,0.2,-1,11,1,-1,0,-1,1,1,1,2,1,51,2,0.4,0.876990063,0.401746189,3.605551276,0,0.4,0.1,1,1,6,2,11,2,8,9,2,4,14,0,1,1,0,1,0
1045,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0.9,0.2,0.623498196,11,1,-1,0,-1,4,1,0,2,1,12,3,0.4,0.871222661,0.370809924,3.605551276,0.9,0,0.6,2,4,6,2,10,3,11,5,3,3,4,1,0,1,1,0,0
1046,0,7,1,5,0,6,0,0,1,0,0,0,0,0,0,4,1,0,0,0.3,0.2,-1,4,1,-1,8,1,13,1,1,0,1,4,2,0.565685425,1.488200491,0.518652099,3.605551276,0.9,0.6,0.5,1,2,9,3,12,3,7,3,0,1,10,0,0,0,0,1,0
1047,0,3,2,1,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.4,0,0.777013513,7,1,1,0,1,6,1,1,0,1,104,3,0.4,0.950913002,-1,3.605551276,0.2,0.3,0.9,3,4,8,5,9,4,6,5,2,2,14,0,0,0,0,1,1
1048,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.4,0,0.438035387,7,1,0,0,1,11,1,1,2,1,99,2,0.316227766,0.621032864,0.303315018,3,0.6,0,0,1,0,7,2,10,1,7,9,1,2,7,0,1,1,0,0,0
1055,0,1,1,4,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.3,0.2,-1,7,0,-1,0,-1,15,1,1,2,1,5,2,0.447213595,1.172119293,0.4,3.464101615,0.2,0.5,0.8,2,2,7,2,12,4,6,4,0,5,7,0,1,1,0,1,0
1058,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.1,0.3,-1,8,1,-1,8,0,3,1,0,0,1,104,2,0.5,1.430497226,0.474341649,3.741657387,0.3,0.4,0.8,2,0,8,1,11,5,10,5,2,2,10,0,1,1,0,0,0
1059,0,2,1,5,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0.9,0.8,1.034408043,9,1,1,0,1,11,1,0,2,1,104,3,0.4,1.034166331,0.339116499,3.605551276,0.5,0.8,0.5,2,4,7,5,7,1,7,5,1,0,14,0,1,0,0,1,0
1067,0,2,1,8,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.4,0,0.85768584,7,1,1,0,1,0,1,0,2,1,54,3,0.4,1.006240856,0.32,3.605551276,0,0.3,0.1,0,2,8,4,8,3,8,9,0,2,9,0,1,0,1,0,1
1069,0,5,1,5,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.8,0.5,0.95,9,1,1,0,0,1,1,1,2,1,38,3,0.316227766,0.749760292,0.299165506,3.605551276,0.7,0.1,0.4,1,3,8,6,8,2,5,8,2,5,6,0,0,0,1,0,0
1070,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.9,0.8,1.1,10,1,-1,9,1,16,1,1,0,1,104,2,0.489897949,1.337700321,0.50049975,3.464101615,0.9,0.3,0.3,3,3,8,4,9,3,8,5,0,1,5,1,0,1,1,0,0
1071,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.9,1.3,1.294700738,11,1,-1,0,-1,6,1,1,2,1,104,3,0.374165739,0.712143778,0.393192065,3,0.6,0.4,0.3,3,0,6,0,10,3,11,5,1,2,7,0,1,1,0,1,1
1072,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.9,0.3,0.617454452,7,1,0,0,1,1,1,1,2,1,64,3,0.316069613,0.518879116,0.304138127,1.414213562,0.2,0,0.4,4,2,9,3,8,3,10,13,0,1,4,0,0,1,0,0,0
1074,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0.7,0.2,0.640312424,11,1,-1,0,-1,1,1,1,2,1,65,1,0.316227766,0.57359242,0.350713558,3,0.6,0.2,0.2,4,2,7,4,9,4,7,6,1,1,8,0,1,1,0,0,0
1076,0,5,1,6,0,6,0,0,0,1,0,0,0,0,0,7,1,0,0,0.7,0.5,0.86710726,7,1,-1,0,-1,0,1,1,2,1,88,3,0.445421149,0.636217516,0.403112887,1.732050808,0.7,0.8,0,3,2,8,4,9,4,12,5,1,0,12,0,1,1,0,0,0
1077,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.2,0.3,-1,7,1,-1,0,-1,11,1,1,2,1,7,3,0.374165739,0.802835883,0.412916456,3.16227766,0.6,0.9,0.5,2,3,10,2,7,3,12,7,1,1,6,1,0,0,1,0,0
1078,0,4,1,4,1,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.8,0.6,1.138804197,11,1,1,0,1,11,1,1,2,1,67,2,0.374165739,0.744662828,0.300832179,3.31662479,0.8,0,0.5,3,4,8,4,11,1,7,3,1,2,13,0,1,0,0,0,0
1080,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.9,1.3,1.532563212,11,1,1,0,0,1,1,0,2,1,40,2,0.374165739,0.8641147,0.324807635,3.741657387,0.9,0,0.1,2,2,9,4,10,1,8,4,4,2,5,0,1,1,0,0,0
1082,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0.9,0.8,1.528888485,10,1,-1,0,1,10,1,0,0,1,55,2,0.447213595,1.212154356,0.417492515,3.741657387,0.4,0.7,0.5,4,2,7,4,10,2,8,3,2,1,8,0,1,0,0,0,0
1084,0,3,1,3,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.1,0.2,-1,4,1,-1,0,0,14,1,1,0,1,68,3,0.4,0.936407766,0.407430976,3.464101615,0.6,0.1,0.3,1,1,9,3,10,3,8,4,2,2,4,1,0,1,0,1,0
1093,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0.4,0.4,0.958514476,11,1,-1,0,-1,0,1,1,1,1,88,3,0.4,0.901376358,0.397492138,3.605551276,0.9,0,0,2,1,6,2,8,1,8,4,0,1,4,0,1,1,0,0,0
1094,0,0,1,9,0,6,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.7,1.160818677,11,1,-1,0,-1,11,1,1,2,1,57,2,0.424264069,0.67577626,0.392428337,2.645751311,0.9,0.7,0.8,2,5,8,2,8,1,10,2,0,2,9,0,0,0,0,0,0
1096,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0.9,0.2,0.608789783,7,1,-1,0,-1,4,1,1,2,1,12,3,0.4,0.774650014,0.370809924,3.464101615,0.2,0.6,0.3,2,2,6,4,11,4,10,4,2,1,9,0,1,0,0,0,0
1097,0,2,1,3,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.9,1.5,1.617289399,11,0,0,9,1,17,-1,1,2,1,104,3,0.6,1.706877193,-1,3.464101615,0,0,0.6,5,2,6,2,11,1,13,3,2,2,10,0,1,1,0,0,0
1102,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,0.4,0.636396103,11,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.701886478,0.358329457,3.464101615,0.1,0.9,0.9,3,1,9,2,8,1,1,8,3,1,4,0,0,0,1,0,0
1105,0,1,1,8,0,6,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.5,0.779823698,7,1,-1,0,-1,11,1,1,2,1,101,3,0.374165739,0.856224173,0.38509739,3.605551276,0.8,0.3,0.6,4,3,6,4,9,2,5,2,0,5,6,0,1,1,0,0,0
1110,0,0,3,5,0,4,1,0,0,0,0,0,0,0,0,12,1,0,0,0.4,0,0.639824195,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.627453861,0.368510515,2.828427125,0.1,0.9,0.4,2,3,9,3,11,4,9,4,1,3,6,0,1,0,0,1,0
1111,0,3,2,2,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.8,0.2,0.470372193,6,1,0,0,0,1,1,1,0,1,64,3,0.316227766,0.611088989,0.301662063,2.828427125,0.5,0.8,0.5,2,2,10,1,8,2,4,5,3,4,7,0,0,1,1,1,0
1112,0,7,1,6,0,6,0,0,0,1,0,0,0,0,0,12,1,0,0,0.6,0.2,0.531507291,6,1,-1,0,1,0,1,1,0,1,66,1,0.4,0.733510184,0.379473319,2.828427125,0.9,0.8,0.3,1,2,8,3,11,3,5,3,1,5,5,0,1,1,0,0,0
1115,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.4,0,0.552268051,7,1,1,8,1,4,0,0,1,1,104,2,0.479583152,1.5663362,-1,3.605551276,0.9,0.3,0.7,2,1,9,2,9,3,9,9,1,3,8,1,1,1,0,1,0
1124,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.6,0.2,0.618465844,11,1,-1,0,-1,14,1,1,2,1,104,2,0.447213595,0.950320194,0.433935479,3.31662479,0.9,0.8,0.6,3,3,8,4,11,2,11,6,0,4,9,0,0,0,0,1,0
1131,0,1,1,7,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0.4,0,0.958514476,8,0,-1,9,1,15,1,1,0,1,58,3,0.547722558,1.404486613,0.500999002,2.828427125,0.5,0,0.4,2,2,10,2,10,1,5,4,0,3,4,1,1,1,1,0,0
1134,0,1,1,7,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.9,0.9,1.206751839,11,1,-1,0,-1,10,1,1,2,1,89,2,0.387298335,0.913285776,0.410121933,3.31662479,0.6,0.7,0.4,2,3,9,3,9,4,9,8,1,3,11,0,1,1,0,0,0
1135,0,5,2,5,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.9,1.3,1.708069085,7,0,0,9,1,17,1,0,2,1,104,3,0.447213595,1.509836891,0.376164858,3.464101615,0.7,0.7,0.4,4,1,7,2,12,0,9,5,2,3,7,0,0,0,1,1,0
1138,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.4,0,0.945052909,9,1,1,0,0,6,1,1,2,1,104,3,0.4,0.987609184,0.356089876,3.605551276,0.2,0,0.3,3,1,9,3,9,4,11,7,0,2,8,1,1,0,0,1,0
1139,0,3,1,8,1,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.6,0,1.220655562,6,0,0,1,1,6,1,1,2,1,104,2,0.447213595,0.799715859,0.401621713,2.645751311,0.5,0.7,0.4,3,1,6,5,7,1,5,2,1,4,10,1,1,0,0,0,0
1141,0,5,2,3,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.9,1.2,1.370675016,10,1,-1,0,1,7,1,1,0,1,92,3,0.374165739,0.760830886,0.392683078,3.31662479,0.2,0.1,0.5,0,0,6,4,8,5,4,6,1,1,9,0,0,0,1,1,0
1143,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.5,0.4,0.584166072,8,1,-1,8,1,11,1,1,0,1,24,2,0.529150262,0.915737069,0.527730992,1.732050808,0.1,0.3,0.7,3,2,8,0,9,3,5,9,0,2,8,0,0,0,0,0,0
1147,0,0,1,10,1,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.9,1.2,1.72626765,11,1,-1,0,-1,14,1,0,2,1,49,3,0.4,0.870043815,0.368510515,3.605551276,0.4,0.1,0.2,1,0,8,5,12,2,12,8,0,2,10,1,1,0,1,0,0
1149,0,0,3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0.4,1.006541107,7,1,-1,0,-1,1,1,0,2,1,38,1,0.316227766,0.748414302,0.359861084,3.741657387,0.3,0.1,0.4,1,4,7,3,9,3,7,9,0,6,10,0,1,0,0,0,0
1152,0,6,2,1,1,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0.7,0.2,0.714142843,10,0,-1,1,0,16,1,1,0,1,104,3,0.316227766,0.674613449,0.367423461,3,0,0.4,0.8,1,1,8,5,7,3,7,11,2,6,13,0,1,1,0,1,1
1159,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.6,0.1,0.49244289,7,1,-1,0,-1,11,1,1,2,1,99,2,0.316227766,0.569053876,0.368781778,2.449489743,0,0.1,0.6,2,2,6,3,10,3,9,3,0,2,4,0,0,0,0,1,0
1162,0,1,1,5,1,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.9,0.3,-1,7,1,-1,0,-1,11,1,1,2,0,99,2,0.316227766,0.605706336,0.368781778,2.828427125,0.1,0.9,0.4,3,2,8,6,10,4,8,6,1,0,6,0,0,1,0,0,0
1163,0,2,2,2,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0.6,0.3,0.632949445,4,1,-1,0,1,11,1,1,0,1,103,1,0.316227766,0.569307975,0.358329457,2.645751311,0.8,0.4,0,3,2,7,1,8,4,8,6,3,5,11,0,0,1,1,0,0
1164,0,5,3,8,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.9,1,1.24574275,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316069613,0.508278573,0.377491722,2,0.4,0.2,0.2,1,0,10,1,10,3,11,4,4,3,8,1,1,1,1,1,0
1165,0,3,1,5,1,6,0,1,0,0,0,0,0,0,0,10,1,0,0,0.4,0,0.832916562,7,1,-1,0,-1,0,1,1,2,1,39,3,0.316069613,0.631899929,0.374432905,2.449489743,0.8,0.4,0.5,4,2,5,2,6,2,6,7,0,4,7,0,0,1,0,0,1
1166,0,5,1,9,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0.3,0,1.365878838,6,1,-1,0,0,11,1,1,0,1,3,2,0.424264069,1.102729521,0.434971263,3.464101615,0.8,0.6,0,3,3,6,4,11,5,8,2,3,2,8,0,0,1,1,0,0
1169,0,5,1,11,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,0.7,0.7,1.256731873,11,1,-1,0,-1,11,1,1,2,1,99,2,0.316227766,0.593369006,0.368781778,2.645751311,0,0.9,0.8,3,1,10,1,8,3,10,12,0,2,6,1,1,1,1,0,1
1172,0,2,1,9,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.8,0.7,1.096300598,11,1,1,0,1,4,1,0,2,1,9,2,0.316227766,0.830012944,0.320156212,3.605551276,0.8,0.2,0.6,3,3,8,5,10,2,3,8,0,2,10,0,1,1,0,1,0
1184,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.2,0.503736042,7,1,-1,0,-1,11,1,1,2,1,57,2,0.374165739,0.678963722,0.392428337,2.828427125,0.6,0.6,0.7,1,1,9,1,9,3,13,3,2,3,10,0,1,0,1,0,0
1186,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.2,0.2,-1,5,1,1,0,1,1,1,1,0,1,38,3,0.316227766,0.75318127,0.299165506,3.605551276,0.6,0.5,0.2,2,3,5,0,4,1,5,3,1,6,15,0,1,1,0,1,0
1187,0,3,1,4,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0.3,0,1.785357107,11,0,1,0,0,11,0,0,2,1,17,2,0.424264069,1.03098685,-1,3.741657387,0.8,0.7,0,4,1,7,3,12,1,9,3,1,2,5,0,0,1,0,0,0
1193,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.9,0.2,0.594768863,7,1,-1,2,-1,1,1,1,1,1,1,0,0.374165739,0.832649858,0.418927201,3.464101615,0.9,0.5,0.9,3,1,9,3,9,0,9,5,5,0,8,0,1,1,0,0,0
1195,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0.9,0.9,0.768927825,10,0,-1,0,1,10,1,1,0,1,28,3,0.387298335,0.919283767,0.382099464,3,0.1,0.6,0.5,2,1,7,3,12,1,13,9,2,6,3,0,0,1,0,0,0
1196,0,4,1,4,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.6,0.2,0.668954408,11,1,-1,0,-1,0,1,0,2,1,78,3,0.4,0.938846003,0.384837628,3.741657387,0,0.1,0.6,1,0,9,2,11,2,10,6,0,4,11,0,1,0,0,1,0
1201,0,4,1,6,1,6,0,1,0,0,0,0,0,0,0,9,1,0,0,0.9,0.6,0.967277106,11,1,1,1,0,6,1,1,2,1,104,3,0.4,1.337290958,0.381968585,3.605551276,0.8,0.9,0.6,1,3,8,2,10,1,10,5,1,5,7,0,1,1,0,0,0
1202,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0.7,0.4,0.744983221,10,1,-1,0,-1,1,1,1,3,1,64,3,0.316227766,0.593664903,0.361939221,2.645751311,0.1,0.8,0.7,5,2,9,6,12,1,8,5,0,4,7,0,0,1,0,0,0
1205,0,2,1,5,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.7,0.3,0.637377439,6,1,-1,0,1,11,1,1,0,1,99,2,0.315594677,0.568545338,0.368781778,2,0.4,0.2,0,1,5,8,2,8,3,8,6,1,2,9,0,1,1,0,1,0
1206,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.7,0.984568433,11,1,-1,0,-1,14,1,1,2,1,104,2,0.316227766,0.658024215,0.393700394,3,0.7,0.4,0.7,2,1,7,5,9,4,12,6,1,3,8,0,0,1,1,1,0
1212,0,0,1,7,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.3,0.2,-1,4,1,-1,0,1,11,1,1,0,1,103,1,0.316227766,0.667145145,0.358329457,3.31662479,0.6,0.3,0.5,1,3,9,3,10,1,4,5,1,6,8,0,1,0,1,0,0
1220,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.5,0.6,1.128605334,11,1,1,0,1,0,1,1,2,1,32,3,0.316227766,0.60910787,0.294448637,2.645751311,0.1,0.8,0.3,1,0,7,3,12,2,5,5,2,2,7,0,1,0,1,0,0
1221,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.9,0.2,0.529150262,7,1,-1,0,-1,0,1,1,2,1,98,3,0.4,0.740602279,0.397492138,2.828427125,0.1,0.5,0.6,2,2,7,4,10,2,9,3,1,3,8,0,0,0,1,1,0
